Company Name,Address,PO Box,Phone,Fax,Email,Website,Business Activity
S.I.D INTERIOR DESIGN (L.L.C),Dubai,75495,04-3432889,04-3432868,,,Interior Decoration
S3t Koncepts Dubai,"Suite 1, Unit 1801, 18th Floor, Burlington Tower,B",235257,+97145590211,+97145590299,s3tkonceptsdubai@gmail.com,http://s3tkoncepts.com/,"interior design, exhibition stands,interior decoration,joinery solutions,retails fit out"
SAGTCO (Salem & Abid General Trading Co),International City – CBD D3 – Ground Floor,113301 – D,00971 4 4572779,00971 4 4572780,,http://sagtco.com,"Office Furniture,Office Workstation Design,Office Partitions,Office Interior Fit-out,School Furn"
SAN MARCO. INTERIOR DESIGN & GENERAL MAINTENANCE (,Dubai,62730,04-3331508,04-3337421,,,General Maintenance
SAN MARCo. INTERIOR DESIGN & GENERAL MAINTENANCE (,Dubai,62730,04-3331508,04-3337421,,,Interior Decoration
SAP Interior Drcoration LLC,"Burlington Tower, Suit no. 115, Business bay Dubai",241463,045516892,045516894,secretary@sapgroup.co,http://sapinteriordecoration.ae,interior fit out / MEP Design.
SAS Group,"Near, Al Fahidi Metro Station, Opp. Al Fardhan Exc",P O Box 12,+971- 4 3519193,+971 4 3519196,zafar@sasdeco.com,http://www.sasgroup.ae/,Fit-out & Interior Design.
SCALE INTERIOR DESING & DECOR,Abu Dhabi,4330,02-5554744,,,,Decor Design And Execution
SCOPES& MACLIN INTERIORS,Abu Dhabi,6017,02-6456070,02-6457711,,,Decor Design And Execution
SERENDIPITY BY DESIGN (L.L.C),Dubai,73091,04-3435141,04-3433474,,,Interior Decoration
SHARAF DESIGN (L.L.C),Dubai,576,04-3525900,04-3525800,,,Interior Decoration
SHARP STAR INTERIORS DESIGN,Dubai,23450,04-2718330,,,,Floor & Wall Tiling Works
SHARP STAR INTERIORS DESIGN,Dubai,23450,04-2718330,,,,Painting Contracting
SHARP STAR INTERIORS DESIGN,Dubai,23450,04-2718330,,,,Carpentry & Flooring Contracting
SHARP STAR INTERIORS DESIGN,Dubai,23450,04-2718330,,,,Enviromental Consultants & Studies
SHEMU DECORATION & INTERIOR DESIGN WORKS,Dubai,19587,04-2615321,04-2630788,,,Partitions & False Ceilings Contracting
SHEMU DECORATION & INTERIOR DESIGN WORKS,Dubai,19587,04-2615321,04-2630788,,,Electrical Fitting Contracting
SHEMU DECORATION & INTERIOR DESIGN WORKS,Dubai,19587,04-2615321,04-2630788,,,Interior Decoration
SHEMU DECORATION & INTERIOR DESIGN WORKS,Dubai,19587,04-2615321,04-2630788,,,Enviromental Consultants & Studies
SHEMU DECORATION & INTERIOR DESIGN WORKS,Dubai,19587,04-2615321,04-2630788,,,Plumbing & Sanitary Contracting
SID Interior Design Co.,Dubai,75495,04-3432889,04-3432868,, ,Interior Decorators
SKETCH INTERIOR DESING,Abu Dhabi,59552,02-6267444,02-6271999,,,Decor Design And Execution
SKETCHES INTERIOR DECORATION – LLC,Abu Dhabi,27841,02-6416043,02-6416047,,,Decor Design And Execution
SPADE INTERIOR DESIGN (L.L.C),Dubai,117289,04-3384412,04-3384413,,,Insulation Contracting
SPADE INTERIOR DESIGN (L.L.C),Dubai,117289,04-3384412,04-3384413,,,Carpentry & Flooring Contracting
SPADE INTERIOR DESIGN (L.L.C),Dubai,117289,04-3384412,04-3384413,,,Enviromental Consultants & Studies
SPADE INTERIOR DESIGN (L.L.C),Dubai,117289,04-3384412,04-3384413,,,Cladding Works
SPADE INTERIOR DESIGN (L.L.C),Dubai,117289,04-3384412,04-3384413,,,Partitions & False Ceilings Contracting
SPADE INTERIOR DESIGN (L.L.C),Dubai,117289,04-3384412,04-3384413,,,Floor & Wall Tiling Works
SPADE INTERIOR DESIGN (L.L.C),Dubai,117289,04-3384412,04-3384413,,,Painting Contracting
SPECIALISED DESIGN & DÉCOR PRODUCTS FZC,Sharjah-Hamriyah Free Zone,,,,,,"Manufacturing of Furniture, Interior Components and Signages."
SPECIALISED DESIGN & DÉCOR PRODUCTS FZC,Sharjah-Hemriyah Free Zone,42346,,,,,"Manufacturing of Furniture, Interior Components and Signages."
SPICE WORKS INTERIOR DESIGN (L.L.C),Dubai,83485,04-2978752,04-2978754,,,Interior Decoration
STAND OUT INTERIORS LLC,Dubai – Al Quoz,103646,04-3385580,04-3358110,,www.standoutinteriors.com,Exhibition Stands – Designers & Manufacturers
STEP UP INTERIOR DECORATION WORKS LLC,"Suit# 66, Oasis Center Mall, Sheikh Zayed Road, Du",0000,43306435,43306435,info@stepupinteior.com,http://www.stepupinterior.com/,Interior Design
STEP UP INTERIOR DECORATION WORKS LLC,"Suit# 66, Oasis Center Mall, Sheikh Zayed Road, Du",00000,+971 4 3306435,+971 4 3306435,info@stepupinteior.com,http://www.stepupinterior.com/,"design consultants in dubai, interior design consultants dubai, interior consultants in dubai, inter"
STORM ASSOCIATES CONCEPT DESIGN,Dubai,15796,,04-2668284,,,Interior Decoration
STRAIGHT LINE INTERIOR DESIGN (L.L.C),Dubai,39629,04-2223345,04-2227997,,,Interior Decoration
STRONG DESIGN DECORATION,Dubai,14378,04-2214885,04-2214886,,,Interior Decoration
STYLISH ZONE INTERIOR DISIGN – LLC,Abu Dhabi,0,02-6339004,02-6339005,,,Decor Design And Execution
SULTAN BIN GHAITH LANDSCAPING DESIGN,Dubai,24772,04-3454082,04-3454058,,,Interior Decoration
SWIFT INTERIORS DESIGN & BUILD (L.L.C),Dubai,119531,04-2217622,04-2217601,,,Decoration Materials & Partitions Trading
SWIFT INTERIORS DESIGN & BUILD (L.L.C),Dubai,119531,04-2217622,04-2217601,,,Interior Decoration
SWIFT INTERIORS DESIGN & BUILD (L.L.C),Dubai,119531,04-2217622,04-2217601,,,Curtains & Upholstery Fabrics Trading
Saif & Partners Glass LLC,Abu Dhabi,29780,02-5552446,02-5546449,,www.saifglass.com,Interior Designers & Consultants
Salam Interior Design,Dubai,4199,04-2824945,04-2824839,, ,Interior Decorators
Samuel Creations SA,Dubai,9492,04-3326858,04-3326855,,,Interior Designers & Consultants
Sanat Interior FZE,Sharjah-Hemriyah Free Zone,42635,06-5260830,06-5260831,,,"Interior Designing, Decoration and Project Consultancy."
Sanat Interior FZE,Sharjah-Hamriyah Free Zone,,06-5260830,06-5260831,,,"Interior Designing, Decoration and Project Consultancy."
Sannel Creations S A – Abu Dhabi,Dubai – Trade Centre Road,9492,04-3326858,04-3326855,, ,Interior Designers & Consultants
Saraya Interior Design & Contracting,Abu Dhabi- Khalifa Street,48283,02-6747433,02-6747422,,www.sarayaid.ae,Interior Decorators
Saraya Interior Design Co. LLC,Abu Dhabi,26383,02-6747433,02-6747422,,www.sarayaid.com,Interior Decorators
Saraya Interior Design Co. LLC,Abu Dhabi,26383,02-6747433,02-6747422,,www.sarayaid.com,Interior Designers & Consultants
Saunderyoung,Dubai,505051,04-3622977,04-3624821,,www.saunders.com.au,Interior Designers & Consultants
Sawa Interior Design,Ajman,8729,06-7435387,06-7435389,, ,Interior Decorators
Schemes,Dubai – Karama,6474,04-3346966,04-3375972,, ,Interior Designers & Consultants
Schemes LLC,Dubai,6474,04-3346966,04-3375972,,,Interior Designers & Consultants
Select Contracts,Dubai – Dubai Media City,502370,04-3671251,04-3672564,,www.select-co.com,Interior Designers & Consultants
Sense of Style LLC,Dubai,37932,04-3391001,04-3391003,,www.algafia.com,Interior Designers & Consultants
Sense of Style LLC,Dubai – Al Quoz,37932,04-3391001,04-3391003,,www.algafia.com,Interior Designers & Consultants
Serendipity By Design LLC,Dubai,69,04-3435141,04-3433474,, ,Interior Designers & Consultants
Serendipity by Design LLC,Dubai,69,04-3435141,04-3433474,,,Interior Decorators
Shahrayar Decor,Dubai,87734,04-2979683,04-2979684,,,Interior Designers & Consultants
Sharaf Design LLC,Dubai,576,04-3525900,04-3525800,,,Interior Decorators
Sharaf Design LLC,Dubai,576,04-3525900,04-3525800,,www.sharafdesign.com,Interior Decorators
Siji Greenhouse,"Ground Floor, Street#19 ,Al Qusais Industrial Are",19,+971 4 2637947,+971 6 882 7270,sales@sijigreenhouse.com,http://sijigreenhouse.com/,Interior Landscape Design
Silver Arch Gen Maint,Dubai – Ghusais,84835,04-2615132,04-2610887,, ,Interior Designers & Consultants
Silvia Curtains & Interiors,Opp. Emirates media,105478,00971507928200,024455155,silviacurtains@gmail.com,http://www.silviacurtains.com,"Curtain making & Fixing, Carpet fixing,Sofa making in new designs,Wallpaper,Gypsum works"
Sinas Interior Decoration,Dubai,2952,04-3393231,04-3393236,,,Interior Designers & Consultants
Sk-Touch Interior Design Solutions,"Oud Metha st, Gulf Tower",123,+971566768017,+971 566768017,JRizk@Sk-Touch.com,http://www.Sk-Touch.com,"Interior Design Solutions, Concept Design, Execution Drawings"
Skopos & Maclean Interiors,Abu Dhabi,6017,02-6456070,02-6457711,,,Interior Designers & Consultants
Smart Vision Interiors LLC,"Al Barsha, Tecom, Dubai",393953,+971-44563106,+971-44562764,Info@sv-interiors.com,www.sv-interiors.com,"Electromechanical, Home Automation, MEP, Interior design, Electrical & Tele communication"
Solanki Interiors LLC,Sharjah,4750,06-5331945,06-5325684,,www.solankigroup.com,Interior Designers & Consultants
Solid Interior Design And Flooring,Umm Al Qwain – U.A.E.,3094,055 2247992,06-7672428,info.sidaf@gmail.com,http://www.sidafsurface.com,Solid surface
Souheil Dagher Est.,Abu Dhabi ,46659,02-6788889,02-6789443,, ,Interior Designers & Consultants
Space Planners Interiors and Technical Services,Al Quoz Industrial Area,232647,971 564793686,9713233018,sales@space-planners.com,http://,"Interior design,MEP and events and Exhibition related Design,Stands and local logistic support,Take"
Spice Technologies,"Pearl Apartment, office no. 404, 2nd December stre",n/a,00971 4 3864844,n/a,stanley@spicetechnologies.co,http://www.intericaduae.com,"interior designing software , interior design software , best interior designing software , easy int"
Spice Works Interior Design LLC,Dubai,82671,04-3474065,,, ,Interior Decorators
Springfields Interior LLC,Dubai,89638,04-2659447,04-2659448,, ,Interior Designers & Consultants
Squisito NV,Dubai,33591,04-2868787,04-2868718,,www.squisito.intranets.com,Interior Designers & Consultants
Squisito NV,Dubai,33591,04-2827402,04-2827412,,www.squisito.com,Interior Designers & Consultants
Straight Line Interiors,Dubai,171099,04-2223345,04-2227997,, ,Interior Designers & Consultants
Strokes Interiors LLC,"A5 | 466 DWC Office Park Dubai, UAE",23995,971 4 8879642,971 4 8879719,gilson@strokesinteriors.com,http://strokesinteriors.com/,"Interior Design Services,Retail Branding & Interiors,Corporate Interiors,Retail Branding & Interiors"
Strong Design,Dubai,1453,04-2214885,04-2214886,, ,Interior Designers & Consultants
Studitalia Decor LLC,Dubai,103602,04-3327223,04-3327224,, ,Interior Designers & Consultants
Sultan Decor Co. Ltd,Abu Dhabi,26742,02-6810100,02-6810030,,,Interior Designers & Consultants
Sultan Decor Co. Ltd,Abu Dhabi- Khalidiya,26742,02-6810100,02-6810030,,www.sultandecor.ae,Interior Designers & Consultants
Swiss Bureau interior design,"Aspect Tower, Business Bay",111581,0528407660,044572213,,http://www.sb-id.com,"Interior design , fit out contractor, for, Dubai restaurants, Dubai hotels, Dubai shops, Dubai offic"
Swiss bureau interior design,"Aspect tower , Business bay",111581,052 8407660,04 457 2213,,http://www.sb-id.com,Swiss Bureau Interior Design LLC is a creative interior design company based in Dubai.We provide a
T B Interiors,Sharjah,,06-5539838,06-5592938,,www.tbinteriors.com,Interior Designers & Consultants
T-1 Creative FZ LLC,Dubai,502266,04-3903910,04-3908280,,www.t-1creative.com,Interior Designers & Consultants
TAMIMI INTERIOR DESIGN (L.L.C),Dubai,62956,04-2633933,04-2633886,,,Building Maintenance
TAMIMI INTERIOR DESIGN (L.L.C),Dubai,62956,04-2633933,04-2633886,,,Interior Decoration
TECHNICAL & TRADING EST. FOR INTERIOR DESIGN,Dubai,325,04-3352499,04-3365643,,,Partitions & False Ceilings Contracting
TECHNICAL & TRADING Est. FOR INTERIOR DESIGN,Dubai,325,04-3352499,04-3365643,,,Interior Decoration
TECHNICAL GROUP INTERIOR DESIGN (L.L.C),Dubai,20500,04-2672221,04-2666854,,,Floor & Wall Tiling Works
TECHNICAL GROUP INTERIOR DESIGN (L.L.C),Dubai,20500,04-2672221,04-2666854,,,Partitions & False Ceilings Contracting
TECHNICAL GROUP INTERIOR DESIGN (L.L.C),Dubai,20500,04-2672221,04-2666854,,,Carpentry & Flooring Contracting
TECHNICAL GROUP INTERIOR DESIGN (L.L.C),Dubai,20500,04-2672221,04-2666854,,,Painting Contracting
TERRA INTERIOR DESIGN (L.L.C),Dubai,64309,,,,,Interior Decoration
TERRA INTERIOR DESIGN (L.L.C),Dubai,64309,,,,,Exhibition Stand Fitting & Execution
THE EDGE INTERIOR DESIGN COMPANY – W L L,Abu Dhabi,30096,02-6456552,,,,Onshore And Offshore Gas And Oil Installations And Fields Services
THE GOLDEN CROWN DECOR CO. LLC,Abu Dhabi,27541,02-6451771,02-6451772,,,"PARTITIONS & CEILINGS Interior designers, decoration, false ceilings & partition-walls."
THE SHAMAL GROUP-1,Ras Al Khaimah-RAK Free Zone,,050-4251385,,,,Marketing management and interior design consultancy
THE SHAMAL GROUP-1,Ras Al Khaimah – RAK Free Zone,,,,,,Marketing management and interior design consultancy
TOPFIT INTERIOR DECORATORS LLC,"705, Rafat Tower Near Galadari Driving School, Al",46693,00971-4-2644110,00971-4-2644119,Topfitdubai00@gmail.com,http://,"interior design, Loose and Fixed Furniture, Carpentry, All Types of False Ceilings, Partitions & Wal"
TOPFIT INTERIOR DECORATORS LLC,"705, Rafat Tower Near Galadari Drivig School, Al G",116370,00971558993041,00971-4-2644119,dubaitopfit@gmail.com,http://www.topfitdubai.com/,Interior Designers and Exterior Decorators – Top Fit Dubai
TOPFIT INTERIOR DECORATORS LLC,"705, Rafat Tower Near Galadari Driving School, Al",80771,971558993041,00971-4-2644119,info@topfitdubai.com,http://www.topfitdubai.com/,Interior Design
TRANSDAZZ DESIGN (L.L.C),Dubai,62113,04-2945151,,,,Interior Decoration
TROMPE L’OEIL FZ LLC,Dubai – Dubai Media City (DMC),,04-3911483,04-3911402,,,Interior Design Consultancy
TROMPE L’OEIL FZ LLC,Dubai-Dubai Media City,,04-3911483,04-3911402,,,Interior Design Consultancy
TRUE WOOD INTERIOR DESIGN WORKS (L.L.C),Dubai,46688,04-3318872,04-3318873,,,Interior Decoration
Tamimi Interior Design LLC,Dubai,56764,04-2617580,,,www.tamimiinteriors.com,Interior Decorators
Tamimi Interior Design Matls Mnfg LLC,Dubai,56764,04-2617580,04-2617420,,www.tamimiinterior.com,Interior Decorators
Tamimi Interior Design Mtls Mfg LLC,Dubai,56806,04-3404474,04-3404484,,www.tamimiinteriors.com,Interior Decorators
Techwood Interiors (LLC),Dubai,81387,04-2622131,04-2622136,,www.interior-decor.com,Interior Designers & Consultants
Techwood Interiors LLC,Dubai – Abu Hail,81387,04-2622131,04-2622136,,www.interior-decor.com,Interior Designers & Consultants
Terra Interior Design,Dubai,64309,04-2959216,04-2959217,, ,Interior Decorators
Texas Design & Decorations,Sharjah,32846,06-5424622,06-5424623,,,Interior Decorators
The Cheesy Animation,"8215 Vinoy Blvd., Apartment No.403,Charlotte, NC 2",28262,+1-951-708-7021,+1-951-708-7021,tovymarsh@gmail.com,http://www.thecheesyanimation.com/Interior-Design-,3D Interior Rendering
The Ecospace Interiors LLC,"Oud Metha, Dubai",51173,+97143572649,+97143572651,info@theecospace.net,http://www.theecospace.net,"Interior Design, Architecture, Design"
This & That Decor,Abu Dhabi,45410,02-6668130,02-6664524,,www.tntdecor.com,Interior Designers & Consultants
Tibia LLC,Dubai,73121,04-3210333,04-3210102,, ,Interior Designers & Consultants
Top Form,Dubai,34964,04-3969972,04-3979972,, ,Interior Designers & Consultants
Top Gear Promotions,Dubai,65588,04-3322333,04-3323231,,www.tgpdubai.com,Interior Designers & Consultants
Touchwood Decor & Furniture Ltd,Sharjah ,5021,06-5331546,06-5334423,,www.touchwooduae.com,Interior Designers & Consultants
Trans Dazz Design LLC,Dubai,62113,04-2945151,04-2959636,, ,Interior Decorators
Translite,Dubai,71957,04-3456712,04-3456710,,,Interior Designers & Consultants
Trident Gulf,Ras Al Khaimah – RAK Free Zone,,,,,,Interior Design and Civil Engineering Consultancies
Trident Gulf,Ras Al Khaimah-RAK Free Zone,,,,,,Interior Design and Civil Engineering Consultancies
Trompe L’Oeill FZ LLC,Dubai – Dubai Media City,502355,04-3911483,04-3911402,, ,Interior Designers & Consultants
Trust Base Interior Decoration,"Office #605, Building #01,  Bay Square, Business B",65964,44572304,44577065,info@trustbase.ae,http://tbdecoration.ae,"Interiordesign, homedecor, officeinterior, decoration, home furniture, office furniture design"
Ultramarine Trading Co. LLC,Dubai,55410,04-3241116,04-3240220,,www.ultramarine.ae,Interior Designers & Consultants
Uni Power Engineering,Abu Dhabi ,108800,02-6332993,02-6332997,, ,Interior Designers & Consultants
Unique Waterjet Design Cutting Svces,Sharjah,33845,06-5422096,06-5422097,,,Interior Decorators
Urban Touch LLC,"Office 502A, Building 4 Emaar Business Park  Dubai",74425,+971 4 430 3854,+971 4 430 3854,info@urban-touch.com,http://www.urban-touch.com/,"Interior design, project management & supervision, furniture supply, hospitality"
V.I.P INTERIOR DESIGN (L.L.C),Dubai,28932,04-3439304,04-3439303,,,"Blankets , Towels & Linens Trading"
V.I.P INTERIOR DESIGN (L.L.C),Dubai,28932,04-3439304,04-3439303,,,Carpets Trading
V.I.P INTERIOR DESIGN (L.L.C),Dubai,28932,04-3439304,04-3439303,,,Curtains & Upholstery Fabrics Trading
VARIANCES INTERIOR DESIGN,Abu Dhabi,73032,02-6767367,02-6767368,,,Decor Design And Execution
VECTOR DESIGN (L.L.C),Dubai,5861,04-2996997,04-2996997,,,Interior Decoration
VIBRATIONS,Ras Al Khaimah – RAK Free Zone,,04-2617936,,,,Graphic Design & Interior Design Consultancy
VIBRATIONS,Ras Al Khaimah-RAK Free Zone,,050-5183511,04-2617936,,,Graphic Design & Interior Design Consultancy
VIVID INTERIORS,Abu Dhabi,36269,02-6271325,02-6271326,,www.vivid.ae,Decor Design And Execution
VOLGA INTERIOR DESIGN,Dubai,29293,04-2268282,04-2966033,,,Carpentry & Flooring Contracting
VOLGA INTERIOR DESIGN,Dubai,29293,04-2268282,04-2966033,,,Interior Decoration
Variances Interior Designing,Abu Dhabi ,30443,02-6767367,02-6767368,, ,Interior Decorators
Vedra Interiors,"Bay Square, Burj Khalifa District, Dubai",340909,+9714-4518844,+9714-4518833,Info@vedrainteriors.com,http://www.vedrainteriors.com,"Interior Design, Interior Fit Out Contractor"
Venetian Inter Design LLC,Dubai,49157,04-3393334,04-3393800,,www.venetian-interdecor.com,Interior Designers & Consultants
Via Darte Decor LLC,Dubai – Deira City Center,40910,04-2945556,04-2958854,, ,Interior Designers & Consultants
Vienna Furniture & Decor,Dubai,61666,04-2670101,04-2678870,, ,Interior Designers & Consultants
Villati Interiors,"Industrial Area 3, Al Qusais Dubai U.A.E.",983,+971 506246366,+971 4 2677111,villati.ae@gmail.com,http://,"Interior Design, Cabinet, Tables and many more"
Villati Interiors,"Industrial Area 3, Al Qusais Dubai U.A.E.",983,+971 506246366,+971 4 2677111,villati.ae@gmail.com,http://,"Interior Design, Cabinet, Tables and many more"
Vivid Interiors Joinery & Carpentry Works,Abu Dhabi,36269,02-6271325,02-6271326,,,Interior Designers & Consultants
WISHS INTERIOR DESIGN,Dubai,79998,04-3388238,04-3388248,,,Interior Decoration
Wadi Al Mas Interior Decoration LLC,Al Nahdha -3 Al Qussais,49796,04 2646065,04 2646045,wadialmas@gmail.com,www.wamdesign.webs.com,Interior Decoration
Wadi Al Mas Interior Decoration LLC,Al Nahdha -3 Al Qussais,49796,04 2646065,04 2646045,wadialmas@gmail.com,www.wamdesign.webs.com,Interior Decoration
Wallarto,"Abu hail, street 32",60222,0552514888,0552514888,info@wallarto.com,http://www.wallarto.com,"wall sticker, dubai wall print, wall decal, wall design, wall decoration, interior decoration, wall"
White Sand Interiors,"Jurf Industrial Area -1, Ajman",30603,+971 67 446 004,+971 67 446 004,info@whitesandint.com,http://www.whitesandint.com,"Interior Design, Solid Surface, Joinery, Gypsum, Painting, Aluminium, Glass, Interiors"
White Young Emirates Architects/Designers,Abu Dhabi ,47040,02-6745959,02-6744033,, ,Interior Designers & Consultants
Winter Wood Design & Contract LLC,Dubai,60267,04-3359888,04-3355584,,,Interior Decorators
Winteriors Decor LLC,"1706 Concord Tower, Media City, Dubai UAE",643859,04 399 0226,04 392 7788,infodxb@winteriorsdecor.com,http://www.winteriorsdecor.com/,Office Interiors Designing
Wonder Stones,Dubai,13731,04-2678255,04-2678266,,www.wonder-stones.com,Interior Designers & Consultants
Wood & Space LLC,Dubai,30171,04-3476647,04-3479547,,,Interior Designers & Consultants
"Workshop Design, The",Dubai,57214,04-3498209,,,,Interior Designers & Consultants
Wrenn Assoc,Dubai – Deira,42,04-2663050,04-2629617,,www.wa-international.com,Interior Designers & Consultants
X Architects,Dubai,8677,04-2957792,04-2957793,,,Interior Designers & Consultants
Yara Decor,Abu Dhabi ,7439,02-6766610,02-6766620,, ,Interior Designers & Consultants
Youn Al Maha Interior Design,Dubai,119867,04-3454667,04-3454668,,www.ayounalmaha.com,Interior Decorators
Zarara Construction,Dubai – Satwa,27354,04-3422488,04-3494094,, ,Interior Designers & Consultants
Zayed Al Mazroui Decoration Contracting,Sharjah,23797,06-5346674,06-5346675,,,Interior Designers & Consultants
Zebra Interior Services,Khalifa city Abhu Dhabi,4532,971 554 559 146,+971 2 6365106,zebrapakistan@gmail.com,http://www.zebra.pk,Interior Designing
Zen Interiors LLC,Dubai,74416,04-3405050,04-3402240,,www.zeninteriors.net,Interior Designers & Consultants
Zen Studio,Dubai – Dubai Media City,502257,04-3910919,04-3908729,,www.zenstudio.ae,Interior Designers & Consultants
Zero Four – F.Z.C,Ajman- Ajman Free Zone,,04-3405845,04-3405845,,,Interior Design Consultancy- Multi-Dimensional Images Trading (HOLOGRAM)- Aeronautical Engineering S
Zero Four – F.Z.C,Ajman-Ajman Free Zone,,04-3405845,04-3405845,,,Interior Design Consultancy- Multi-Dimensional Images Trading (HOLOGRAM)- Aeronautical Engineering S
fatin,"Po Box 172640, Showroom # 3, Plot 368-435, Umm Suq",172640,9714 3408771,9714 3408772,info@fatin.ae,http://www.fatin.ae/soft-furnishing/,interior designing
fatin,"Po Box 172640, Showroom # 3, Plot 368-435, Umm Suq",172640,9714 3408771,9714 3408772,info@fatin.ae,http://www.fatin.ae/soft-furnishing/,interior designing
wadi al mas interior decoration llc,"Al Nahdha ,Dubai ,uae",49796,04 2646065,042646045,wadialmas@gmail.com,http://wamdesign.webs.com,Interior Decoration
wadi al mas interior decoration llc,"Al Nahdha ,Dubai ,uae",49796,04 2646065,042646045,wadialmas@gmail.com,http://wamdesign.webs.com,Interior Decoration
